PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
Customer	45		%	45	45	71707	Core Products	Home Accents	Large Fill-It Hurricane	71707.jpg	The elegant glass hurricane includes a removable plate so you can fill the bottom whenever and with whatever you’d like. You could try using seashells, pine cones, stones, colorful candy, ornaments, or wine bottle corks. Perfectly sized to hold pillar candles up to 3" in diameter. 6”d (base) x 12”h; 8”d (opening at top)	EOL:EOL
Consultant	65	P	25%	65	65	71710	Core Products	Home Accents	Wrought Iron Small Wall Rod w/bracket	71710.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 21 1/2"l x 3 1/2”w; Rec. Wt. Use: 15 lbs.	EOL:EOL
Employee	65	P	50%	65	65	71710	Core Products	Home Accents	Wrought Iron Small Wall Rod w/bracket	71710.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 21 1/2"l x 3 1/2”w; Rec. Wt. Use: 15 lbs.	EOL:EOL
Customer	65		%	65	65	71710	Core Products	Home Accents	Wrought Iron Small Wall Rod w/bracket	71710.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 21 1/2"l x 3 1/2”w; Rec. Wt. Use: 15 lbs.	EOL:EOL
Consultant	70	P	25%	70	70	71711	Core Products	Home Accents	Wrought Iron Large Wall Rod w/bracket	71711.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 37 1/2”l x 3 1/2”w; Rec. Wt. Use: 30 lbs.	EOL:EOL
Employee	70	P	50%	70	70	71711	Core Products	Home Accents	Wrought Iron Large Wall Rod w/bracket	71711.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 37 1/2”l x 3 1/2”w; Rec. Wt. Use: 30 lbs.	EOL:EOL
Customer	70		%	70	70	71711	Core Products	Home Accents	Wrought Iron Large Wall Rod w/bracket	71711.jpg	Our Wrought Iron Wall Rods are made for every kind of room to get organized your way. Paired with the Small, Medium, or Large Hanging Baskets are a great way to add some extra flair to your home and make them work for your needs, whatever they may be. 37 1/2”l x 3 1/2”w; Rec. Wt. Use: 30 lbs.	EOL:EOL
Consultant	36	P	25%	36	36	5218165	Core Products	Home Accents	WoodCrafts Witch	5218165.jpg	Add this frightfully cute WoodCrafts Witch to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 15 1/4"h	EOL:EOL
Employee	36	P	50%	36	36	5218165	Core Products	Home Accents	WoodCrafts Witch	5218165.jpg	Add this frightfully cute WoodCrafts Witch to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 15 1/4"h	EOL:EOL
Customer	36		0%	36	36	5218165	Core Products	Home Accents	WoodCrafts Witch	5218165.jpg	Add this frightfully cute WoodCrafts Witch to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 15 1/4"h	EOL:EOL
Consultant	29	P	25%	29	29	5218564	Core Products	Home Accents	WoodCrafts Ghost	5218564.jpg	Add this frightfully cute WoodCrafts Ghost to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 20 3/4"h	EOL:EOL
Employee	29	P	50%	29	29	5218564	Core Products	Home Accents	WoodCrafts Ghost	5218564.jpg	Add this frightfully cute WoodCrafts Ghost to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 20 3/4"h	EOL:EOL
Customer	29		%	29	29	5218564	Core Products	Home Accents	WoodCrafts Ghost	5218564.jpg	Add this frightfully cute WoodCrafts Ghost to your home this season! Guaranteed to bring giggles and smiles to all who enter! Made in the U.S.A. 13 3/4"l x 3"w x 20 3/4"h	EOL:EOL
Employee	7.5	P	25%	7.5	7.5	30456	Showroom Products	 Collectors Club	NR - Collectors Club Miniature 8"x 8" Baking Dish	30456.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $29</li>	EOL:EOL
Consultant	7.5	P	20%	7.5	7.5	30456	Showroom Products	 Collectors Club	NR - Collectors Club Miniature 8"x 8" Baking Dish	30456.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $29</li>	EOL:EOL
Customer	7.5	P	0%	7.5	7.5	30456	Showroom Products	 Collectors Club	NR - Collectors Club Miniature 8"x 8" Baking Dish	30456.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $29</li>	EOL:EOL
Employee	0.75	P	25%	0.75	0.75	23791	Showroom Products	 Collectors Club	Collectors Club Playing Cards	23791.jpg		EOL:EOL
Consultant	0.75	P	20%	0.75	0.75	23791	Showroom Products	 Collectors Club	Collectors Club Playing Cards	23791.jpg		EOL:EOL
Customer	0.75	P	0%	0.75	0.75	23791	Showroom Products	 Collectors Club	Collectors Club Playing Cards	23791.jpg		EOL:EOL
Employee	25	P	25%	25	25	51027	Showroom Products	 Collectors Club	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Consultant	25	P	20%	25	25	51027	Showroom Products	 Collectors Club	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Customer	25	P	0%	25	25	51027	Showroom Products	 Collectors Club	NR - Collector Club Gingerbread House Lid	51027.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $64</li>	EOL:EOL
Employee	0.25	P	25%	0.25	0.25	23171	Showroom Products	 Collectors Club	NR - Celebration Tie-On	23171.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $10</li>	EOL:EOL
Consultant	0.25	P	20%	0.25	0.25	23171	Showroom Products	 Collectors Club	NR - Celebration Tie-On	23171.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $10</li>	EOL:EOL
Customer	0.25	P	0%	0.25	0.25	23171	Showroom Products	 Collectors Club	NR - Celebration Tie-On	23171.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $10</li>	EOL:EOL
Employee	4	P	25%	4	4	71479	Showroom Products	 Collectors Club	NR - Collectors Club Backyard Bird Ornament Oriole	71479.jpg	The last in our series celebrating Tami's love of birds, our cheery Oriole was handcrafted using timeless casting techniques and the finest American clays. 5"l x 2 1/2"w x 1 1/2"h <ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $40</li>	EOL:EOL
Consultant	4	P	20%	4	4	71479	Showroom Products	 Collectors Club	NR - Collectors Club Backyard Bird Ornament Oriole	71479.jpg	The last in our series celebrating Tami's love of birds, our cheery Oriole was handcrafted using timeless casting techniques and the finest American clays. 5"l x 2 1/2"w x 1 1/2"h <ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $40</li>	EOL:EOL
Customer	4	P	0%	4	4	71479	Showroom Products	 Collectors Club	NR - Collectors Club Backyard Bird Ornament Oriole	71479.jpg	The last in our series celebrating Tami's love of birds, our cheery Oriole was handcrafted using timeless casting techniques and the finest American clays. 5"l x 2 1/2"w x 1 1/2"h <ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $40</li>	EOL:EOL
Employee	2	P	25%	2	2	50764	Showroom Products	 Collectors Club	NR - Collectors Club 2009 Member WoodCrafts Lid w/leather hinges	50764.jpg		EOL:EOL
Consultant	2	P	20%	2	2	50764	Showroom Products	 Collectors Club	NR - Collectors Club 2009 Member WoodCrafts Lid w/leather hinges	50764.jpg		EOL:EOL
Customer	2	P	0%	2	2	50764	Showroom Products	 Collectors Club	NR - Collectors Club 2009 Member WoodCrafts Lid w/leather hinges	50764.jpg		EOL:EOL
Employee	4	P	25%	4	4	52566	Showroom Products	 Collectors Club	NR - Collectors Club Members Engraved WoodCrafts Lid	52566.jpg		EOL:EOL
Consultant	4	P	20%	4	4	52566	Showroom Products	 Collectors Club	NR - Collectors Club Members Engraved WoodCrafts Lid	52566.jpg		EOL:EOL
Customer	4	P	0%	4	4	52566	Showroom Products	 Collectors Club	NR - Collectors Club Members Engraved WoodCrafts Lid	52566.jpg		EOL:EOL
Employee	1.6	P	25%	1.6	1.6	50318	Showroom Products	 Collectors Club	NR - 1996 - 2003 Collectors Club Membership WoodCrafts Lid w/knob	50318.jpg		EOL:EOL
Consultant	1.6	P	20%	1.6	1.6	50318	Showroom Products	 Collectors Club	NR - 1996 - 2003 Collectors Club Membership WoodCrafts Lid w/knob	50318.jpg		EOL:EOL
Customer	1.6	P	0%	1.6	1.6	50318	Showroom Products	 Collectors Club	NR - 1996 - 2003 Collectors Club Membership WoodCrafts Lid w/knob	50318.jpg		EOL:EOL
Employee	17.5	P	25%	17.5	17.5	10576	Showroom Products	 Collectors Club	NR - Collectors Club 2003 Gathering Basket Warm Brown	10576.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $55</li>	EOL:EOL
Consultant	17.5	P	20%	17.5	17.5	10576	Showroom Products	 Collectors Club	NR - Collectors Club 2003 Gathering Basket Warm Brown	10576.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $55</li>	EOL:EOL
Customer	17.5	P	0%	17.5	17.5	10576	Showroom Products	 Collectors Club	NR - Collectors Club 2003 Gathering Basket Warm Brown	10576.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $55</li>	EOL:EOL
Employee	1.49	P	25%	1.49	1.49	50202	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Cake WoodCrafts Lid	50202.jpg		EOL:EOL
Consultant	1.49	P	20%	1.49	1.49	50202	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Cake WoodCrafts Lid	50202.jpg		EOL:EOL
Customer	1.49	P	0%	1.49	1.49	50202	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Cake WoodCrafts Lid	50202.jpg		EOL:EOL
Employee	25	P	25%	25	25	10046	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Collection 2003 Miniature Easter Basket	10046.jpg	A miniature replica of the original J.W. Collection for Collectors Club Members only. This basket was inspired by one of J.W.''s original designs and was the 11th in series of 12 baskets. Features Classic stain with J.W. Blue accent weaving. 6"l x 3 1/2"w x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $125</li>	EOL:EOL
Consultant	25	P	20%	25	25	10046	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Collection 2003 Miniature Easter Basket	10046.jpg	A miniature replica of the original J.W. Collection for Collectors Club Members only. This basket was inspired by one of J.W.''s original designs and was the 11th in series of 12 baskets. Features Classic stain with J.W. Blue accent weaving. 6"l x 3 1/2"w x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $125</li>	EOL:EOL
Customer	25	P	0%	25	25	10046	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Collection 2003 Miniature Easter Basket	10046.jpg	A miniature replica of the original J.W. Collection for Collectors Club Members only. This basket was inspired by one of J.W.''s original designs and was the 11th in series of 12 baskets. Features Classic stain with J.W. Blue accent weaving. 6"l x 3 1/2"w x 2 1/4"h<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $125</li>	EOL:EOL
Employee	0.25	P	25%	0.25	0.25	44865	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Berry Protector	44865.jpg		EOL:EOL
Consultant	0.25	P	20%	0.25	0.25	44865	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Berry Protector	44865.jpg		EOL:EOL
Customer	0.25	P	0%	0.25	0.25	44865	Showroom Products	 Collectors Club	NR - Collectors Club J.W. Miniature Berry Protector	44865.jpg		EOL:EOL
Employee	12	P	25%	12	12	51125	Showroom Products	 Collectors Club	NR - Collectors Club Family Together Series Play WoodCrafts Lid	51125.jpg		EOL:EOL
Consultant	12	P	20%	12	12	51125	Showroom Products	 Collectors Club	NR - Collectors Club Family Together Series Play WoodCrafts Lid	51125.jpg		EOL:EOL
Customer	12	P	0%	12	12	51125	Showroom Products	 Collectors Club	NR - Collectors Club Family Together Series Play WoodCrafts Lid	51125.jpg		EOL:EOL
Employee	15	P	25%	15	15	50688	Showroom Products	 Collectors Club	NR - Collectors Club Acorn WoodCrafts Lid w/stem knob	50688.jpg		EOL:EOL
Consultant	15	P	20%	15	15	50688	Showroom Products	 Collectors Club	NR - Collectors Club Acorn WoodCrafts Lid w/stem knob	50688.jpg		EOL:EOL
Customer	15	P	0%	15	15	50688	Showroom Products	 Collectors Club	NR - Collectors Club Acorn WoodCrafts Lid w/stem knob	50688.jpg		EOL:EOL
Employee	6	P	25%	6	6	31618	Showroom Products	 Collectors Club	NR - Collectors Club Little Cupcake Stoneware Lid	31618.jpg		EOL:EOL
Consultant	6	P	20%	6	6	31618	Showroom Products	 Collectors Club	NR - Collectors Club Little Cupcake Stoneware Lid	31618.jpg		EOL:EOL
Customer	6	P	0%	6	6	31618	Showroom Products	 Collectors Club	NR - Collectors Club Little Cupcake Stoneware Lid	31618.jpg		EOL:EOL
Employee	7.5	P	25%	7.5	7.5	32041	Showroom Products	 Collectors Club	NR - Collectors Club Gourd Ceramic Lid	32041.jpg		EOL:EOL
Consultant	7.5	P	20%	7.5	7.5	32041	Showroom Products	 Collectors Club	NR - Collectors Club Gourd Ceramic Lid	32041.jpg		EOL:EOL
Customer	7.5	P	0%	7.5	7.5	32041	Showroom Products	 Collectors Club	NR - Collectors Club Gourd Ceramic Lid	32041.jpg		EOL:EOL
Employee	20	P	25%	20	20	32192	Showroom Products	 Collectors Club	NR - Collectors Club Pumpkin Topper	32192.jpg		EOL:EOL
Consultant	20	P	20%	20	20	32192	Showroom Products	 Collectors Club	NR - Collectors Club Pumpkin Topper	32192.jpg		EOL:EOL
Customer	20	P	0%	20	20	32192	Showroom Products	 Collectors Club	NR - Collectors Club Pumpkin Topper	32192.jpg		EOL:EOL
Employee	15	P	25%	15	15	32165	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Americana Cupcake Topper	32165.jpg		EOL:EOL
Consultant	15	P	20%	15	15	32165	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Americana Cupcake Topper	32165.jpg		EOL:EOL
Customer	15	P	0%	15	15	32165	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Americana Cupcake Topper	32165.jpg		EOL:EOL
Employee	15	P	25%	15	15	32121	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Chocolate Egg Topper	32121.jpg		EOL:EOL
Consultant	15	P	20%	15	15	32121	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Chocolate Egg Topper	32121.jpg		EOL:EOL
Customer	15	P	0%	15	15	32121	Showroom Products	 Collectors Club	NR - Collectors Club Miniature Sweets Chocolate Egg Topper	32121.jpg		EOL:EOL
Employee	6	P	25%	6	6	71474	Showroom Products	 Collectors Club	NR - Collectors Club Wrought Iron Lady Bug Holder	71474.jpg	<ul style="list-style: disc; padding-left: 20px; padding-top: 10px;"><li>Original Price $30</li>	EOL:EOL
